Name,Count
Imogen-Rose,1
Ina,1
Inaara,1
Inaaya,10
Inabiya,1
Inara,3
Inaya,7
Inayah,4
Inca,1
Indi,3
Indi-Rose,2
Indi-Violet,1
India,15
Indiana,1
Indianna,1
Indie,30
Indie-Rayne,1
Indigo,2
Indy,1
Indy-Rose,1
Ines,2
Inez,1
Inga,2
Inge,1
Ingrid,4
Innara,1
Innes,1
Innis,1
Io,1
Ioana,2
Ioana-Evelina,1
Ioanna,1
Iona,83
Iqlima,1
Iqra,5
Iram,1
Irena,1
Irene,2
Irha,2
Irhaa,1
Irie,1
Iris,37
Isabel,8
Isabela,1
Isabele,1
Isabella,114
Isabella-Grace,1
Isabella-Rose,1
Isabella-Sophia,1
Isabelle,15
Isadora,1
Isha,5
Ishara,1
Ishbel,2
Ishleen,1
Ishmal,1
Ishmeet,1
Isla,383
Isla-Elizabeth,1
Isla-Jane,1
Isla-Jo,1
Isla-Mae,1
Isla-Maree,1
Isla-Marie,1
Isla-May,1
Isla-Rose,5
Isla-Skye,1
Islay,11
Islay-Rose,1
Islie,1
Isma,1
Isobel,24
Isobella,1
Isobelle,3
Isra,5
Israa,1
Issol,1
Ivana,2
Ivanna,5
Ivie,2
Ivie-Rae,1
Ivy,121
Ivy-Grace,1
Ivy-Jayne,1
Ivy-Mae,1
Ivy-Monroe,1
Ivy-Rose,6
Iwinosa,1
Iyana,1
Iyla,2
Iylah-Mae,1
Iza,1
Izaan,1
Izabela,3
Izabele,1
Izabella,3
Izabellah,1
Izadora,1
Izna,1
Izzabella,1
Izzy,8
Izzy-May,1
Jaasritha,1
Jacinth,1
Jackie,1
Jacqueline,2
Jada,1
Jade,3
Jaden,1
Jadzia,1
Jagger,1
Jagna,1
Jagoda,6
Jaime,4
Jaimee,2
Jaimie,1
Jamelia,1
Jamie,4
Jamie-Lee,1
Jamie-Leigh,3
Jamielee,1
Jamilla,1
Jana,5
Janel,1
Janet,2
Janey,1
Janina,1
Janna,1
Jannat,3
Japji,1
Jasbir,1
Jaskeerat,1
Jasleen,2
Jasmeet,1
Jasmin,1
Jasmina,2
Jasmine,28
Jasmine-Louise,1
Jasmyn,2
Jasneet,1
Javeria,1
Jaya,1
Jayda,2
Jayden,1
Jaye,1
Jaylah,1
Jaymee-Kaydence,1
Jaymeson,1
Jaymie,1
Jayne,1
Jazzlyn,1
Jean,1
Jeeya,1
Jemima,5
Jena,1
Jenan,1
Jenelle,1
Jenna,6
Jennifer,12
Jennis,1
Jenny,5
Jenny-May,1
Jensyn,1
Jeorjie,1
Jersey,1
Jersi,1
Jesryl,1
Jess,9
Jesse,2
Jessi,1
Jessica,262
Jessica-Grace,1
Jessica-Jan,1
Jessica-May,1
Jessica-Rose,1
Jessicajane,1
Jessie,22
Jessie-May,1
Jessika,3
Jesy,1
Jewel,1
Jezebel,1
Jihan,1
Jill,1
Jimena,1
Jinan,1
Jiya,1
Jizl,1
Jo,2
Joah,1
Joan,1
Joanie,2
Joanna,6
Joannah,1
Joanne,1
Jocelyn,3
Jocie,1
Jodi,3
Jodie,3
Joelle,3
Joey,1
Johanka,1
Johanna,2
Jojo,2
Jolene,2
Joni,7
Jordyn,2
Jorgi,1
Jorgi-Lee,1
Jorgia,9
Jorgie,22
Jorgina,1
Jorgy,1
Jorja,5
Jorji,3
Jorla,1
Jorunn,1
Jory,1
Josefin,1
Josephina,1
Josephine,9
Josie,9
Josie-Leigh,1
Joss,1
Jossilyn,1
Jovita,1
Joy,7
Joy-Hope,1
Joyce,1
Jozie,1
Jude,1
Judy,1
Jule,1
Julia,59
Juliana,3
Julianna,1
Julianne,1
Julie,3
Juliet,6
Julietta,1
Juliette,6
Julija,1
Julita,1
Julitta,1
Jumainah,1
Juman,1
Jumaynah,1
Junat,1
Juniper,3
Juno,8
Junu,1
Juory,1
Jura,3
Justina,1
Kaavya,1
Kacey,16
Kacey-Leigh,1
Kacey-Marie,1
Kachimsiri,1
Kaci,5
Kaci-Leigh,1
Kaci-Mae,1
Kacie,7
Kacie-Leigh,1
Kacilee,1
Kacy,1
Kaddy,1
Kadey,1
Kadi,1
Kadie,3
Kadija,1
Kadina-Marie,1
Kady,11
Kady-Blair,1
Kady-Leigh,1
Kaedy,1
Kaela,2
Kaelah,2
Kaelyn,1
Kaia,6
Kaibah,1
Kaifah,1
Kaila,3
Kailah,2
Kailey,1
Kailyn,1
Kainat,1
Kaira,2
Kaisey,2
Kaisie,1
Kaitlin,1
Kaitlyn,7
Kaitlynne,1
Kaiya,4
Kaiylah,1
Kaiylese,1
Kaiyrie,1
Kaja,5
Kalani,1
Kalby,1
Kalea,1
Kaleesi,1
Kaleia,1
Kali,15
Kali-Ena,1
Kalia,3
Kalina,1
Kalisa,1
Kalli,1
Kallie,5
Kallisti,1
Kally,1
Kamar,1
Kamden,1
Kameliya,1
Kami,1
Kamsiyochukwu,2
Kara,17
Karagh,1
Karah,2
Karcie,1
Kari,1
Karina,4
Karina-Maria,1
Karis,6
Karissa,1
Karla,2
Karleigh,1
Karley,5
Karli,3
Karlie,7
Karlin,1
Karly,3
Karolina,6
Karrie,1
Karrie-Ann,1
Karsson,1
Kasey,4
Kashvika,1
Kassidy,3
Kassie,2
Katalea,1
Katarina,2
Katarzyna,1
Kate,15
Katelyn,4
Katerina,1
Katey,1
Katharine,1
Katherina,1
Katherine,6
Kathleen,1
Kathlynne,1
Kathryn,3
Katia,1
Katia-Marie,1
Katie,95
Katie-Anne,1
Katie-Elizabeth,1
Katie-Jo,1
Katie-Taylor,1
Katrina,1
Katrina-Lee,1
Katy,8
Katya,1
Kavannah,1
Kay,1
Kaya,4
Kaycee-Leigh,1
Kayci,2
Kaycie,4
Kayda,1
Kaydee,1
Kaydee-Leigh,1
Kaye,1
Kayla,49
Kayla-Marie,1
Kaylah,1
Kaylea,1
Kaylee,1
Kayleece,1
Kayleen,1
Kayleigh,12
Kayley,6
Kayli,1
Kaylin,1
Kaylyn,1
Kaylynn,1
Kayra,1
Kaysie,2
Kaz,1
Kbri,1
Keara,1
Keava,1
Kedd,1
Keegan,1
Keely,1
Keeva,9
Keevah,5
Kehlani,1
Kehra-Bella,1
Keiara,2
Keilidh,1
Keira,37
Keirath,1
Keita,1
Keitlin,1
Kelby,1
Kelci,1
Kelia,1
Kelis,2
Kelleighanne,1
Kelley,1
Kellsie,1
Kelly,2
Kelly-Anne,1
Kelsa,1
Kelsey,5
Kelsi,1
Kelsia,1
Kelsie,2
Kelsie-Mya,1
Keltie,1
Kendal,5
Kendall,13
Kendra,2
Kendra-Rose,1
Kendyl,1
Kenley,1
Kenna,1
Kennedi,1
Kennedy,7
Kensi,1
Kenzi,1
Kenzie,8
Kerry,2
Kerys,1
Ketanthi,1
Kexin,1
Keyana,1
Keyanna,1
Keziah,2
Khadeeja,1
Khadija,5
Khadijah,6
Khaira,2
Khaleesi,1
Khaleesi-Marie,1
Khalessia,1
Khali,2
Kharis,2
Kharllie,1
Khleo,1
Khlo,1
Khloe,16
Khushi,3
Khusvika,1
Ki,1
Kia,1
Kiah,1
Kiala,1
Kiana,6
Kiana-Grace,1
Kianna,8
Kiannah-Lee,1
Kiara,12
Kiara-Rose,1
Kiarra,1
Kiaya,1
Kieara-Jay,1
Kiera,11
Kieva,1
Kimberly,1
Kindah,1
Kinga,1
Kinjal,1
Kinlaey,1
Kinley,2
Kinsley,2
Kinza,1
Kira,5
Kiriht,1
Kirpa,1
Kirsten,2
Kirstin,3
Kirsty,7
Kisla,1
Kisla-Rose,1
Kiswah,1
Kitara,1
Kittie,1
Kiva,2
Kiyaara,1
Kiyah,1
Kiyara,1
Kiyla,1
Kiylah,1
Klara,11
Klaudia,1
Kleo,2
Kloe,1
Kodi-Leigh,1
Kodie,2
Kodie-Leigh,1
Kody,1
Kora,2
Kordelia,1
Kori,1
Kornelia,11
Korra,2
Korrin,1
Kourtney,3
Krishvi,1
Krisiya,1
Kristen,1
Kristie,2
Kristin,1
Kristina,1
Krystal,1
Kudzaishe,1
Kuinn,1
Kya,2
Kyla,8
Kylah,1
Kylah-Louise,1
Kyleigh,1
Kyler,1
Kyler-Mary,1
Kymanah,1
Kynlie,1
Kynslee,1
Kynthia,1
Kyra,4
Kyrah,1
La,1
Lacey,34
Lacey-Bella,1
Lacey-Grace,1
Lacey-Lee,1
Lacey-Lou,1
Lacey-Louise,1
Lacey-Mae,1
Lacey-Marie,1
Laci,1
Laci'lee,1
Lacie,8
Lacie-Anne,1
Lacie-Leigh,1
Lacy,2
Lada,1
Laeigha-Rose,1
Laelynn,1
Laiba,2
Laibah-Noor,1
Laiha,1
Laila,14
Laila-Mae,1
Lailah,2
Lainey,2
Lainie,1
Lais,1
Laiya,1
Lake,3
Laker-Rose,1
Lamara,1
Lamees,1
Lamprini,1
Lana,15
Lana-May,1
Lanagrace,1
Lanah,2
Lani,1
Lanja,1
Lanna,1
Lano,1
Lara,36
Laragh,1
Larah,1
Larissa,1
Larrah,1
Larysa,1
Latefa,1
Lateysha,1
Latifah,1
Laura,33
Laura-Ann,1
Laura-Jayne,1
Laurel,2
Lauren,23
Laurie,6
Lauryn,2
Laveeza,1
Laya,4
Layah,1
Layan,2
Layann,1
Laycee,1
Layci,1
Laycie,1
Layla,118
Layla-Jaxx,1
Layla-Lee,1
Layla-Rose,4
Laylah,2
Laylah-Marie,1
Layyanah,1
Lea,4
Leah,78
Leah-Faith,1
Leah-Rose,3
Leanna,4
Leanne,1
Leda,2
Lee,1
Leela,6
Leen,6
Leena,3
Leenah-Batya,1
Leia,12
Leia-Grace,1
Leiana,1
Leigh,3
Leigha,5
Leighla,2
Leighton,1
Leighyah,1
Leila,12
Leilani,2
Leili,1
Leja,4
Lela,2
Leliana,1
Lelyan,1
Lena,48
Leni,1
Lennex,1
Lenni,1
Lennix,1
Lennon,1
Lennox,6
Lenore,1
Leola,1
Leona,8
Leona-Eloise,1
Leoni,2
Leonie,3
Leonora,1
Leora,3
Letitia,2
Lettie,1
Levi,1
Levi-Rose,1
Lexa,1
Lexi,52
Lexi-Jo,1
Lexi-May,1
Lexi-Rose,1
Lexie,22
Lexii,4
Lexxi,2
Lexy,2
Leyla,7
Lhotse,1
Lia,8
Liana,4
Liane,1
Lianna,3
Libbie,1
Libby,19
Liberty,1
Lidia,1
Lidiana,1
Lielah,1
Lielle,1
Lien,1
Liesl,1
Lietta,1
Lila,12
Lilah,11
Lili,2
Lilia,11
Lilian,5
Liliana,29
Lilianna,6
Lilidh,2
Lilie-Mae,1
Lilith,1
Lillah,1
Lilli,4
Lilli-Grace,1
Lillia,1
Lillia-Rose,1
Lillian,10
Lilliana,1
Lillianna,3
Lillibet,1
Lillie,27
Lillie-Ann,2
Lillie-Avery,1
Lillie-Grace,1
Lillie-Jane,2
Lillie-Lexi,1
Lillie-Mae,2
Lillie-Mai,1
Lillie-Marie,1
Lillie-Rose,1
Lilliie,1
Lilly,74
Lilly-Anne,1
Lilly-Grace,1
Lilly-Kate,1
Lilly-Mae,10
Lilly-May,3
Lilly-Reign,1
Lilly-Rose,5
Lillymae,1
Lilwen,1
Lily,219
Lily-Anne,1
Lily-Belle,1
Lily-Bow,1
Lily-Grace,2
Lily-Jane,1
Lily-Jay,1
Lily-Jean,1
Lily-Lorraine,1
Lily-Mae,2
Lily-Mai,1
Lily-May,5
Lily-Rose,7
Lilyana,1
Lilyrose,2
Lina,7
Linda,1
Lindsay,2
Linnae,1
Linnea,2
Lisa,4
Lisbeth,1
Liseli,1
Lita,1
Liusaidh,3
Liusaidha,1
Liv,3
Livia,7
Livija,1
Livvi,1
Livy,1
Lizzie,2
Locklyn,1
Logan,3
Logyn,1
Lois,26
Lojayne,1
Lola,53
Lola-Grace,1
Lola-Rose,2
Lolah,1
Lonjexo,1
Lorelai,3
Lorelei,2
Lorelle,1
Lorena,3
Loreta,1
Lori,7
Lorianna,1
Lorna,1
Lorraine,1
Lorri,1
Lotachi,1
Lote,1
Lotta,1
Lotti,2
Lottie,37
Lottie-Beau,1
Lotty-Willow,1
Loucia,1
Louella,1
Louisa,32
Louisa-Marie,1
Louisa-Nina,1
Louise,10
Louise-May,1
Lowenna,1
Lowri,1
Lowvi,1
Luca-Ray,1
Lucca,2
Lucena,1
Luci,7
Luci-Anne,1
Lucia,35
Luciah,1
Luciana,3
Lucie,28
Lucie-May,1
Lucilia,1
Lucille,1
Lucina,1
Lucinda,2
Lucine,1
Lucja,3
Lucy,221
Lucy-Jane,1
Lucy-Jo,1
Lucy-Rose,1
Lucyanne,1
Lucyjo,1
Lucyna,1
Ludovica,1
Luella,1
Luisa,6
Luiza,1
Lujain,1
Lujane,1
Lula,3
Lulah,1
Lumen-Alia,1
Luna,54
Luna-Marvella,1
Luna-May,3
Luna-Raine,1
Luna-Rose,1
Luna-Wolf,1
Lux,2
Lyana,2
Lyanna,1
Lyannah,1
Lydia,15
Lyiara,1
Lyla,39
Lyla-Grace,2
Lyla-Rose,1
Lylah,3
Lymle,1
Lynsey,1
Lyra,16
Maab,1
Maariyah,1
Maaya,2
Mabel,14
Mabrouka,1
Macey,15
Maci,21
Macie,21
Macie-Gray,1
Macie-Leigh,2
Mackenna,1
Mackenzie,5
Mackenzie-Louise,1
Macy,20
Macy-Lee,1
Madden,1
Maddie,3
Maddie-Rose,1
Maddison,30
Maddison-Blue,1
Maddison-Grace,2
Maddison-Mae,1
Maddox,1
Madeleine,7
Madelene,1
Madelijn,1
Madeline,5
Madelyn,2
Madelynn,1
Madie,1
Madiha,1
Madinah,1
Madison,40
Madison-Rose,1
Madisyn,1
Mae,6
Maebh,1
Maelys,1
Maeve,15
Magdalena,3
Maggi,2
Maggie,24
Magizhini,1
Maha,1
Mahdiya,1
Maheen,2
Maheera,2
Mahin,1
Mahira,2
Mahlea,1
Mahreen,1
Mahroosh,1
Mai,1
Maia,20
Maicey,1
Maicie,1
Maidah,1
Maighread,1
Maija,1
Maikah,1
Maila,1
Mailey,1
Mailey-Mae,1
Maira,2
Mairah,1
Mairead,7
Mairead-Jane,1
Mairi,13
Mairia,1
Maisey,2
Maisie,151
Maisie-Grace,1
Maisy,16
Maisyn,1
Maiya,5
Maiyah,1
Maiylah,1
Maiza,1
Maizie,2
Maja,24
Majdoline,1
Makanaka,1
Makayla,3
Makayla-Leigh,1
Makena,1
Malak,1
Malaka-Lilly,1
Malala-Rae,1
Maleah,1
Maleeka,1
Maleia,1
Mali,2
Mali-Blu,1
Mali-Jai,1
Malia,8
Maliah-May,1
Malika,2
Malin,1
Maliyah,3
Malk,1
Malka,1
Mallie,2
Malwina,1
Malyka,1
Manal,1
Manat,1
Manayer,1
Mandy,1
Manha,5
Manisa,1
Mannat,1
Mantasha,1
Maple,1
Mara,16
Mara-Rose,1
Marah,2
Marcelina,2
Marcella,3
Marci,1
Marcie,4
Marcy,3
Maree,1
Marella,1
Margaret,9
Margaret-Rose,1
Margarita,1
Margherita,1
Margo,3
Margot,13
Maria,56
Maria-Beth,1
Maria-Irina,1
Mariam,5
Marian,1
Mariana,1
Marie,4
Marie-Caterine,1
Mariella,1
Marigona,1
Marika,5
Marin,1
Marina,4
Mariota,1
Maris,1
Marisa,2
Marise,1
Markan,1
Marla,4
Marle,1
Marlee,1
Marlena,1
Marlene,1
Marley,13
Marley-Rae,1
Marli,1
Marlia,1
Marlie,7
Marlo,1
Marlow,2
Marlowe,3
Marly,1
Marney,1
Marni,3
Marnie,25
Marrissa,1
Marsaili,1
Marta,3
Martha,26
Martha-Mae,1
Martina,3
Martyna,5
Marwa,1
Marwah,1
Mary,14
Mary-Ann,1
Mary-Ellis,1
Mary-Jane,1
Maryah,1
Maryam,10
Maryla,1
Maryleigh,1
Maryn,1
Maryum,1
Masa,1
Masomeh,1
Massa,2
Mataya,1
Mathilda,1
Matilda,57
Matilda-May,1
Matilde,1
Matylda,3
Maura,1
Mavis,3
Maxie,1
Maxine,3
May,3
Maya,104
Maya-Rose,1
Mayah,3
Mayanne,1
Mayar,2
Maycie,2
Mayla,2
Mayra,1
Mayri,1
Mays,1
Maysie,2
Mazie,1
Mckayla,1
Mckenna,1
Mckenzie,5
Meabh,3
Meadow,9
Meadow-Rose,1
Meaghan,1
Meah,2
Meara,1
Medeea,1
Medina,1
Meela,1
Meera,1
Meerab,3
Meg,1
Megan,38
Megan-Rose,1
Meghan,10
Mehar,2
Mehar-Un-Nisa,1
Mehreen,2
Mehwish,1
Mei-Lee,1
Meklit,1
Mela,1
Melaney,1
Melania,1
Melanie,7
Melek,1
Melia-Rose,1
Meliha,2
Melike,1
Melina,1
Melisa,1
Melissa,15
Melita,2
Melode,1
Melody,9
Melody-Wren,1
Menaal,1
Mengling,1
Meral,1
Mercedes,2
Mercy,2
Meredith,9
Meriam,1
Merida,5
Meridah,1
Meriem,1
Merrin,1
Merryn,2
Mette,1
Meva,1
Mhairi,9
Mhaisie,1
Mhirren,1
Mhoraig,1
Mia,174
Mia-Lea,1
Mia-Lilly,1
Mia-Mahizhini,1
Mia-Mya,1
Mia-Rose,2
Miah,8
Miarose,1
Michaela,4
Michaella,1
Michalina,6
Michelle,12
Mickenzie,1
Mieke,1
Mihika,1
Mikaela,1
Mikah,1
Mikayla,5
Mikelea,1
Mila,119
Mila-Grace,1
Mila-Jo,1
Mila-Rose,2
Milah,3
Milan,2
Milana,11
Milania,1
Milaniah,1
Milaya,1
Milda,2
Milea,1
Milee,1
Milena,9
Miley,11
Miley-Rose,1
Milita,2
Milla,1
Milla-Laine,1
Millar,2
Miller,1
Milli-May,1
Milli-Rose,1
Millicent,2
Millie,164
Millie-Anne,1
Millie-Jay,1
Millie-May,2
Millie-Rae,1
Millie-Rose,5
Milliemae,1
Milly,9
Mina,3
Minahil,2
Minna,1
Minnie,7
Minyar,1
Mira,3
Mirabelle,1
Mirana,1
Miray,1
Mireia,1
Mireille,1
Miren,1
Mirha,2
Mirha-Fatimah,1
Miriam,6
Mirin,4
Mirren,39
Mirrie,1
Mirrin,3
Mirryn,4
Miruna,1
Miryn,1
Mischa,1
Mishaal,1
Mishal,1
Mishel,1
Mishka,2
Misk,1
Misse,1
Missy,1
Misti,1
Miya,3
Miya-Sofya,1
Miyah,2
Miyla,1
Miylah,2
Miyurikaa,1
Mizgin,1
Mmesomachi,1
Mmesoomachukwu,1
Moa,1
Moana,1
Moira,2
Molli,2
Mollie,32
Mollie-Ann,1
Mollie-Kate,1
Mollie-Mae,1
Molly,86
Mona,2
Monica,1
Monika,3
Monique,1
Monroe,4
Montana,2
Montanna-Disney,1
Morag,3
Morenikemi,1
Morgan,12
Morgana,1
Morna,1
Morven,14
Mrithidhevna,1
Muireann,3
Muntaha,1
Murphy,1
Murran,1
Murren,5
Murrin,6
Murron,9
Muskaan,1
Mussammat,1
Muzan,1
Mya,45
Mya-Beth,1
Mya-Helan,1
Mya-Leigh,1
Mya-Rae,1
Mya-Rose,1
Myah,10
Myami,1
Myiesha,1
Myla,45
Mylah,13
Mylah-Jamie,1
Mylee,2
Myleene,1
Myleigh,1
Myleigh-Lorraine,1
Myley,1
Mylie,5
Myra,6
Myreen,1
Myrna,1
Myrren,2
Myrren-Grace,1
Myrrenn,1
Naarah,1
Nabeeha,1
Nada,1
Nadia,17
Nadine,1
Nagat,1
Naia,1
Naiah-Grace,1
Naila,2
Naima,1
Naiomi,2
Naira,2
Nairn,1
Nairne,1
Nairobi,1
Naiya,1
Naiyah,1
Najma,1
Najmah,1
Najwa,1
Nakkia,1
Nala,2
Nala-Anne,1
Nalani,1
Nalla,1
Nallah,1
Nana,1
Nancy,10
Nandini,1
Naomi,25
Naomie,1
Nara,3
Narcisa,2
Nariman,1
Narin,1
Narisha,1
Nasra,1
Nasrin,1
Nataley,1
Natalia,27
Natalie,9
Natalya,3
Natasa,1
Natasha,7
Nau,1
Navada,1
Navaiah,1
Navraj,1
Nawaal-Fatima,1
Nawal,1
Naya,2
Nayah,1
Nayah-Rae,1
Naysa,1
Nayvah,1
Nayyab,1
Nayyirah,1
Neala,2
Neavah,1
Neavah-Mae,1
Neave,9
Nedjmie,1
Neeka,1
Neela,1
Neeve,1
Neeya,1
Nefeli,1
Negin,1
Neiva,1
Neive,9
Nel,3
Nela,10
Nell,6
Nella,1
Nelle,2
Nelli,2
Nellie,8
Nellie-Mae,1
Nellie-Nevaeh,1
Nelly,4
Nemi,1
Neona,1
Neriah,1
Nessa,1
Nessia,1
Nesta,1
Neus,1
Neva,2
Nevaeh,12
Nevaeh-Lee,1
Nevaeh-Leigh,1
Nevaeh-Mae,1
Nevah,2
Neve,27
Neveyah-Rose,1
Neya,1
Neyla,1
Nia,6
Niah,1
Niallah,1
Niamh,94
Niaya,1
Nicca,1
Nicky,1
Nico,2
Nicol,2
Nicola,4
Nicole,14
Nicole-Louise,1
Nida,1
Niera,1
Nieve,17
Nihal,1
Nika,1
Nikita,1
Nikki,2
Nikola,3
Nikole,1
Nikolett,1
Nila,2
Nilah,1
Nina,47
Niomi,3
Nirvana,2
Nisha,2
Niska,1
Nisreen,1
Niven,1
Nivirah,1
Nivritti,1
Niyah,2
Niylah,1
Nizara-May,1
Noa,6
Noah,2
Noelle,5
Noemi,1
Nola,7
Nolah,1
Noor,17
Noora,1
Noorzahraa,1
Nora,18
Nora-Anne,1
Norah,26
Nosahunane,1
Nour,1
Noura,1
Nova,42
Nova-Lee,2
Nova-Leigh,1
Nova-Louise,1
Novah,5
Novalee,2
Nozomi,1
Nuala,10
Nula,1
Nun,1
Nuria,1
Nusaiba,1
Nusrat,1
Nuzhat,1
Nyah,1
Nydee,1
Nyla,6
Nylah,17
Nylah-J,1
Nyra,2
Oak,1
Oakley,2
Oakli,1
Oaklyn,1
Oarlah,1
Obehi,2
Ocean,1
Ocean-Rai,1
Oceana,1
Octavia,3
Octavia-Rose,1
Odette,1
Ogechukwu,1
Ohemaa,1
Oindree,1
Ojal,1
Olanna,2
Olapeju,1
Olava,1
Olena,1
Olia,1
Olimpia,1
Olive,10
Olivia,444
Olivia-Grace,3
Olivia-Hazel,1
Olivia-Lily,1
Olivia-Louise,1
Olivia-Mae,1
Olivia-May,3
Olivia-Rae,1
Olivia-Rose,7
Oliwa,1
Oliwia,16
Oluwadarasimi,1
Oluwalabomi,1
Oluwashikemi,1
Oluwashindara,1
Oluwatamilore,1
Oluwatemisire,1
Oluwateniola,2
Olwen,1
Olympia,1
Omaricha-Chinonso,1
Ombeline,1
Omnia,1
Omolola,2
Omotola,1
Oonagh,3
Oonagh-Grace,1
Ophelia,6
Oran,1
Orchid,1
Oria,1
Oriana,2
Orianna,1
Orienna,1
Orla,136
Orla-Jean,1
Orla-Rose,1
Orlagh,22
Orlah,10
Orlaigh,3
Orlaith,19
Orlaith-Grace,1
Orna,1
Orobosa,1
Oryn,1
Osamega,1
Osayawe,1
Ottilie,5
Oumie,2
Paavani,2
Paige,39
Paislee,1
Paisley,13
Paisley-Grace,1
Paityn,1
Paizlie,1
Paloma,1
Pamela,4
Pandora,1
Paola,1
Pari,1
Paris,3
Paris-Ann,1
Parisa,2
Parizay,1
Parker,4
Parker-James,1
Parya,1
Patience-Mae,1
Patricia,1
Patsy,1
Paula,4
Paulina,3
Pauline,1
Paytan-Grace,1
Payton,15
Payton-Leigh,1
Peach,1
Pearl,3
Peculiar,1
Peggy,1
Peighton,3
Peigi,1
Pelia,1
Pembe,1
Penelope,50
Peniel,1
Penka,1
Penley,1
Penni,1
Pennie,3
Penny,43
Penuel,1
Pepper,1
Perri,3
Perrie,13
Persephone,1
Perth,1
Petra,5
Peyton,22
Pfeiffer,1
Pheobe,1
Philippa,7
Phoebe,62
Phoebe-Emily,1
Phoenix,6
Pilar,1
Pinar,1
Piper,56
Piper-Jean,1
Piper-Rose,1
Pippa,22
Pippa-Mae,1
Pippi,1
Pixi,1
Pixie,7
Pola,12
Polly,9
Poppi,3
Poppie,4
Poppy,138
Poppy-Rose,2
Poppy-Sue,1
Porscha,1
Porscha-Katie,1
Porsha,2
Posie,1
Posy,1
Prajuna,1
Prea,1
Presley,3
Pria,2
Prim,1
Primrose,5
Princess,4
Prisha,1
Priya,1
Prudence,1
Pyper,6
Pyper-Rose,1
Queen,1
Queenie,1
Quin,1
Quincy,1
Quinn,47
Rabia,1
Rabiya,1
Rachael,4
Rachel,36
Rachele,1
Rae,13
Raea,1
Raegan,1
Raehn,1
Raelynn-Grace,1
Raena,1
Raevyn,2
Raeya,2
Rafaela,1
Rafaella,1
Rafeef,1
Raffie,1
Rahaf,2
Rahela,2
Rahma,1
Raighne,1
Rain,1
Raina,2
Rainbow,1
Raine,2
Raiven,1
Ramatoulaye,1
Ramona,3
Rana,3
Randina,1
Rania,4
Ranya,1
Raphaella,1
Rarity,1
Rarri-Wynter,1
Rasheeda,1
Rateel,1
Raven,6
Ravneet,1
Rawya,1
Raya,4
Rayan,2
Raye,1
Raygan,1
Rayhan,1
Rayna,4
Rayne,4
Raysa,1
Rayya,1
Razan,2
Razia,1
Re,1
Reagan,5
Reaganrose,1
Reah,1
Rebeca,2
Rebeca-Naomi,1
Rebecca,51
Rebecca-Rose,1
Rebeka,1
Rebekah,9
Rebekkah,1
Rebel,1
Reem,3
Reema,1
Reese,4
Reeva,21
Reevah,1
Reevalily,1
Reham,1
Rehnna,1
Rehoboth,1
Reigan,1
Reign,2
Reign-Beau,1
Reilly,1
Reina,2
Reinee,1
Reiva,1
Reja,1
Reka,1
Remas,1
Remi,27
Remmi,1
Remony,1
Remy,5
Ren,1
Renae,1
Renae-Wynter,1
Renee,5
Renesmee,1
Renka,1
Renne,1
Reshi,1
Reva,3
Rey,3
Reya,2
Reyann,1
Reyna,2
Rhae,1
Rhana,2
Rhea,21
Rhea-Jay,1
Rhea-Mae,1
Rheagan,1
Rheava,1
Rheia,1
Rhema,1
Rheva,1
Rheya,1
Rhia,6
Rhianne,2
Rhiannon,4
Rhoda,1
Rhona,7
Rhu,1
Rhubie,1
Rhylee,1
Rhyleigh,3
Rhyley,1
Rhylie,1
Ria,5
Riah,1
Rianna,1
Rida,1
Ridhima,1
Rieva,1
Rifnaa,1
Rijja,1
Riley,33
Rima,2
Riman,1
Rimsha,1
Rinad,1
Rinsinuolaoluwa,1
Rio,4
Riona,2
Riona-Belle,1
Ripley,2
Rita,4
Ritaj,1
Rital,3
Rithya,1
Ritika,1
Riva,1
Riva-Mae,1
Rival,1
River,13
River-Elizabeth,1
Robben,1
Robiin,1
Robin,8
Robina,1
Robyn,109
Robyn-Grace,1
Rohe,1
Roise,1
Roisin,3
Rokhaya,1
Roma,6
Roma-Grace,1
Romelia,1
Romey,1
Romi,3
Romie,1
Romilly,2
Romina,1
Romy,10
Rona,8
Ronia,2
Ronja,1
Ronni,1
Ronnie,1
Rora,1
Rory,1
Rosa,36
Rosa-Bella,1
Rosalee,1
Rosaleen,1
Rosaleigh,1
Rosalia,2
Rosalie,6
Rosaliee,1
Rosalind,2
Rosalinda,1
Rosalyn,3
Rosanna,4
Rosario,1
Rose,89
Roseanna,2
Roselina,1
Roseline,1
Rosemary,6
Roses,1
Rosey,1
Rosha,1
Roshana,1
Roshanay,1
Roshna,1
Rosie,150
Rosie-Kate,1
Roslyn,2
Roslynn,1
Rosse-Mari,1
Roux,2
Rovan,1
Rowan,49
Rowen,2
Rowena,1
Rowyn,1
Roxana,2
Roxanna,1
Roxanne,4
Roxi,1
Roxie,1
Roxy,6
Royalty,1
Roza,3
Rozalia,2
Rozie,1
Rozlyn,1
Rozmin,1
Rua,2
Ruba,2
Rubab,1
Rubi,2
Rubi-Grace,1
Rubie,2
Rubina,1
Ruby,152
Ruby-Ann,1
Ruby-Grace,1
Ruby-Jane,1
Ruby-Mae,1
Ruby-Rose,4
Rudi,2
Rudy,1
Ruiqi,1
Rumaisa,1
Rumana,1
Rumaysa,1
Rumer,1
Rumor,1
Runa,3
Rund,1
